gene,chromosome,start,end,band,length,type
ARMC4P1,chr10,27547691,27577753,10p,30062,NA
PRSS38,chr1,228003394,228034171,1q,30777,protein-coding
FXYD3,chr19,35606732,35615228,19q,8496,protein-coding
PMPCA,chr9,139305110,139318213,9q,13103,protein-coding
RNU6-666P,chr10,27604049,27604155,10p,106,pseudogene
FAM3C2,chrX,23093875,23094884,Xp,1009,NA
SLC22A8,chr11,62756626,62783311,11q,26685,protein-coding
TP53TG3,chr16,32684852,32688053,16p,3201,protein-coding
WNT9A,chr1,228106357,228135599,1q,29242,protein-coding
MIR3138,chr4,10080235,10080316,4p,81,NA
IHH,chr2,219919142,219925189,2q,6047,protein-coding
RNA5SP155,chr4,10117380,10117508,4p,128,pseudogene
ZFYVE28,chr4,2271309,2420390,4p,149081,protein-coding
SCRT1,chr8,145554228,145559943,8q,5715,protein-coding
GATAD2B,chr1,153777201,153895451,1q,118250,protein-coding
APOBEC3F,chr22,39436609,39449915,22q,13306,protein-coding
TAF7L,chrX,100523241,100548059,Xq,24818,protein-coding
DCT,chr13,95089558,95131936,13q,42378,protein-coding
WNT3A,chr1,228194752,228248961,1q,54209,protein-coding
FCGRT,chr19,50010073,50029590,19q,19517,protein-coding
TRAJ58,chr14,22946696,22946758,14q,62,other
TRAJ57,chr14,22947861,22947923,14q,62,other
TRAJ56,chr14,22948510,22948571,14q,61,other
TMEM249,chr8,145575878,145578574,8q,2696,protein-coding
IGHV2OR16-5,chr16,32859034,32859477,16p,443,other
SLC2A13,chr12,40148823,40499891,12q,351068,protein-coding
BIN2,chr12,51674822,51718452,12q,43630,protein-coding
C12orf42,chr12,103631369,103889749,12q,258380,NA
TRAJ54,chr14,22951276,22951335,14q,59,other
MBNL3,chrX,131503345,131623996,Xq,120651,protein-coding
IGHV3OR16-10,chr16,33006369,33006826,16p,457,other
TRAJ53,chr14,22951993,22952058,14q,65,other
TRAJ52,chr14,22955216,22955284,14q,68,other
IGHV3OR16-8,chr16,33020496,33020941,16p,445,other
TRAJ50,chr14,22957581,22957640,14q,59,other
TRAJ49,chr14,22958476,22958531,14q,55,other
NHEJ1,chr2,219940039,220025587,2q,85548,protein-coding
TRAJ48,chr14,22959479,22959541,14q,62,other
ZIC4,chr3,147103833,147124647,3q,20814,protein-coding
DXO,chr6,31937587,31940069,6p,2482,protein-coding
TRAJ47,chr14,22961838,22961894,14q,56,other
LAMA1,chr18,6941743,7117813,18p,176070,protein-coding
MIR572,chr4,11370451,11370545,4p,94,NA
APOBEC3G,chr22,39436924,39483748,22q,46824,protein-coding
TRAJ46,chr14,22962389,22962451,14q,62,other
RNPS1P1,chr4,11373599,11374516,4p,917,pseudogene
TP53TG3C,chr16,33204156,33264727,16p,60571,protein-coding
RNA5SP156,chr4,11415675,11415784,4p,109,pseudogene
TRAJ45,chr14,22962911,22962976,14q,65,other
RPL9P7,chrX,23854761,23855459,Xp,698,pseudogene
TRAJ44,chr14,22963806,22963868,14q,62,other
TRAJ43,chr14,22964896,22964949,14q,53,other
ZFX-AS1,chrX,24164342,24167771,Xp,3429,ncRNA
ARF1,chr1,228270361,228286912,1q,16551,protein-coding
TRAJ42,chr14,22965872,22965937,14q,65,other
TRAJ41,chr14,22966642,22966703,14q,61,other
MPZL3,chr11,118097409,118123065,11q,25656,protein-coding
SUPT20HL2,chrX,24328979,24331432,Xp,2453,protein-coding
RNA5SP464,chr19,12107624,12107731,19p,107,pseudogene
RNA5SP465,chr19,12138728,12138836,19p,108,pseudogene
CNGA3,chr2,98962618,99015064,2q,52446,protein-coding
TRAJ40,chr14,22968672,22968732,14q,60,other
RNA5SP466,chr19,12180979,12181086,19p,107,pseudogene
RSL24D1P8,chr19,12207239,12207730,19p,491,pseudogene
TRAJ39,chr14,22970585,22970647,14q,62,other
TGDS,chr13,95226308,95248511,13q,22203,protein-coding
RNA5SP467,chr19,12217312,12217429,19p,117,pseudogene
SUPT20HL1,chrX,24380878,24383541,Xp,2663,protein-coding
MPO,chr17,56347217,56358296,17q,11079,protein-coding
TRAJ38,chr14,22971215,22971276,14q,61,other
TRAJ37,chr14,22972735,22972797,14q,62,other
TRAJ36,chr14,22974096,22974155,14q,59,other
TRAJ35,chr14,22975629,22975687,14q,58,other
SNRPEP9,chrX,24531567,24531804,Xp,237,pseudogene
TP53TG3B,chr16,33261515,33264716,16p,3201,protein-coding
TRAJ34,chr14,22976651,22976708,14q,57,other
DCTN1,chr2,74588281,74619214,2p,30933,protein-coding
TRAJ33,chr14,22977587,22977643,14q,56,other
ACTL6B,chr7,100240720,100254084,7q,13364,protein-coding
RNU6-578P,chr4,12314212,12314314,4p,102,pseudogene
TRAJ32,chr14,22978325,22978390,14q,65,other
KRTAP5-7,chr11,71238313,71239210,11q,897,protein-coding
INPP5E,chr9,139323071,139334274,9q,11203,protein-coding
EFCAB1,chr8,49623348,49647870,8q,24522,NA
TRAJ31,chr14,22979951,22980007,14q,56,other
TRAJ30,chr14,22981834,22981890,14q,56,other
KRTAP5-8,chr11,71249071,71250253,11q,1182,protein-coding
EGR3,chr8,22545172,22550815,8p,5643,protein-coding
TRAJ29,chr14,22982921,22982980,14q,59,other
RNU6-962P,chr4,13052966,13053035,4p,69,NA
CEP120,chr5,122680579,122759286,5q,78707,protein-coding
TRAJ28,chr14,22984601,22984666,14q,65,other
KRTAP5-9,chr11,71259466,71260653,11q,1187,protein-coding
HSP90AB2P,chr4,13335038,13340281,4p,5243,pseudogene
TRAJ27,chr14,22985251,22985309,14q,58,other
TRAJ26,chr14,22987424,22987483,14q,59,other
SUV39H1,chrX,48553945,48567403,Xp,13458,protein-coding
KRTAP5-10,chr11,71276609,71279980,11q,3371,protein-coding
TRAJ25,chr14,22987790,22987849,14q,59,other
LINC01096,chr4,13547699,13549425,4p,1726,ncRNA
APOBEC3H,chr22,39493229,39500072,22q,6843,protein-coding
MIR5091,chr4,13629489,13629581,4p,92,NA
TRAJ24,chr14,22988947,22989009,14q,62,other
KRTAP5-11,chr11,71292901,71314399,11q,21498,protein-coding
TRAJ23,chr14,22989394,22989456,14q,62,other
IFI6,chr1,27992572,27998729,1p,6157,protein-coding
DUOX1,chr15,45422131,45457774,15q,35643,protein-coding
RPE65,chr1,68894505,68915642,1p,21137,protein-coding
NAA38,chr7,117824086,117832878,7q,8792,protein-coding
GPR180,chr13,95254157,95286899,13q,32742,protein-coding
PEBP4,chr8,22570769,22857513,8p,286744,protein-coding
LGI4,chr19,35615417,35633355,19q,17938,protein-coding
ZNF140,chr12,133656424,133684130,12q,27706,protein-coding
DENND4B,chr1,153901977,153919172,1q,17195,protein-coding
SLC52A2,chr8,145577795,145584932,8q,7137,protein-coding
SLC22A24,chr11,62847412,62911693,11q,64281,protein-coding
CNTN3,chr3,74311719,74570291,3p,258572,protein-coding
LINC01085,chr4,14113592,14141676,4p,28084,ncRNA
CALHM2,chr10,105206543,105212660,10q,6117,protein-coding
KCNH8,chr3,19189946,19577138,3p,387192,protein-coding
SOX21,chr13,95361886,95364389,13q,2503,protein-coding
TIMM8A,chrX,100600649,100604184,Xq,3535,protein-coding
FAM86C1,chr11,71498556,71512282,11q,13726,NA
PPIAP20,chr19,12618943,12619077,19p,134,pseudogene
KLF17P2,chr4,14127963,14128288,4p,325,pseudogene
CBX7,chr22,39516172,39548679,22q,32507,protein-coding
ANKRD7,chr7,117854727,117882785,7q,28058,protein-coding
PGK1P2,chr19,12670385,12671919,19p,1534,pseudogene
C1orf35,chr1,228288427,228293112,1q,4685,NA
CREBBP,chr16,3775055,3930727,16p,155672,protein-coding
NELL1,chr11,20691117,21597227,11p,906110,protein-coding
TAF1B,chr2,9983483,10074545,2p,91062,protein-coding
CPO,chr2,207804278,207834198,2q,29920,protein-coding
GLOD5,chrX,48620154,48632064,Xp,11910,protein-coding
RHOBTB2,chr8,22844930,22877712,8p,32782,protein-coding
VEZT,chr12,95611522,95696566,12q,85044,protein-coding
PAIP1,chr5,43526369,43557860,5p,31491,protein-coding
TRAJ22,chr14,22991016,22991078,14q,62,other
GATA1,chrX,48644962,48652716,Xp,7754,protein-coding
SLC22A10,chr11,62905339,63137190,11q,231851,protein-coding
SLC52A1,chr17,4935895,4955304,17p,19409,protein-coding
DEFB108B,chr11,71544246,71548756,11q,4510,protein-coding
SLC12A7,chr5,1050499,1112150,5p,61651,protein-coding
C1GALT1,chr7,7196565,7288282,7p,91717,protein-coding
MPZL2,chr11,118124118,118135251,11q,11133,protein-coding
PDGFB,chr22,39619364,39640756,22q,21392,protein-coding
LINC00504,chr4,14472089,14889793,4p,417704,ncRNA
CBWD5,chr9,70432004,70497240,9q,65236,NA
KLF7,chr2,207938861,208031991,2q,93130,protein-coding
HPR,chr16,72088522,72111145,16q,22623,protein-coding
BTK,chrX,100604435,100641183,Xq,36748,protein-coding
PCYT1B-AS1,chrX,24668190,24676354,Xp,8164,ncRNA
BZRAP1,chr17,56378592,56406152,17q,27560,NA
SCARNA23,chrX,24762558,24762687,Xp,129,snoRNA
RNU6-452P,chr10,27624430,27624536,10p,106,pseudogene
EEF1B2P3,chrX,24806509,24807186,Xp,677,pseudogene
FAM210CP,chr10,27638646,27639219,10p,573,pseudogene
TRAJ21,chr14,22992573,22992627,14q,54,other
DEPDC1,chr1,68939835,68962904,1p,23069,protein-coding
HNRNPDL,chr4,83343717,83351294,4q,7577,protein-coding
TRIAP1P1,chr10,27667067,27667291,10p,224,pseudogene
RN7SL91P,chrX,25078768,25079056,Xp,288,pseudogene
IQCB1,chr3,121488610,121553926,3q,65316,protein-coding
TRAJ20,chr14,22993296,22993352,14q,56,other
SNORD41,chr19,12817263,12817332,19p,69,snoRNA
LDLR,chr19,11200038,11244492,19p,44454,protein-coding
TRAJ19,chr14,22994233,22994292,14q,59,other
RPP40P1,chrX,25609470,25609925,Xp,455,pseudogene
TRAJ18,chr14,22994620,22994685,14q,65,other
MIR5684,chr19,12897942,12898006,19p,64,NA
TRAJ17,chr14,22995812,22995874,14q,62,other
FGF18,chr5,170846660,170884627,5q,37967,protein-coding
ACTN1,chr14,69340860,69446157,14q,105297,protein-coding
TRAJ16,chr14,22997487,22997546,14q,59,other
MAGEB6P1,chrX,26178718,26180013,Xp,1295,NA
TRAJ14,chr14,22999278,22999329,14q,51,other
ENTPD6,chr20,25176329,25207365,20p,31036,protein-coding
TRAJ13,chr14,23000026,23000088,14q,62,other
RBMS1,chr2,161128662,161350305,2q,221643,protein-coding
EGR1,chr5,137801179,137805004,5q,3825,protein-coding
TMIGD1,chr17,28643351,28661077,17q,17726,protein-coding
CCNA2,chr4,122737599,122745087,4q,7488,protein-coding
CD3E,chr11,118175260,118186890,11q,11630,protein-coding
MTND2P31,chr4,14507489,14508104,4p,615,pseudogene
SMIM23,chr5,171212876,171221602,5q,8726,protein-coding
CCDC27,chr1,3668962,3688209,1p,19247,protein-coding
CPEB2-AS1,chr4,14911585,15003669,4p,92084,NA
ABCC4,chr13,95672083,95953687,13q,281604,protein-coding
RCN3,chr19,50030875,50050219,19q,19344,protein-coding
COL28A1,chr7,7395834,7575484,7p,179650,protein-coding
FOXJ1,chr17,74132414,74137380,17q,4966,protein-coding
FBXO33,chr14,39866873,39901704,14q,34831,protein-coding
LRRK2,chr12,40590546,40763087,12q,172541,protein-coding
RN7SKP170,chr4,15095391,15095718,4p,327,pseudogene
ETF1,chr5,137841784,137878989,5q,37205,protein-coding
DHX38,chr16,72127461,72146811,16q,19350,protein-coding
VENTXP1,chrX,26576454,26579169,Xp,2715,pseudogene
DNAH7,chr2,196602427,196933536,2q,331109,protein-coding
RNF4,chr4,2463947,2627047,4p,163100,protein-coding
RNU6-350P,chr4,16010299,16010410,4p,111,NA
TAPT1-AS1,chr4,16228286,16321763,4p,93477,ncRNA
CPD,chr17,28705923,28797007,17q,91084,protein-coding
RNF157,chr17,74138534,74236454,17q,97920,protein-coding
FBXL6,chr8,145579091,145583036,8q,3945,protein-coding
RPS21P4,chr4,16257931,16258178,4p,247,pseudogene
SNAI2,chr8,49830249,49834299,8q,4050,protein-coding
RNF121,chr11,71639747,71708643,11q,68896,protein-coding
SEC61A2,chr10,12171636,12211960,10p,40324,protein-coding
NOSIP,chr19,50058968,50093519,19q,34551,protein-coding
SEC16A,chr9,139334549,139372141,9q,37592,protein-coding
ADCY9,chr16,4003388,4166186,16p,162798,protein-coding
ZEB2P1,chr4,16362309,16398946,4p,36637,pseudogene
MAT2A,chr2,85766288,85772403,2p,6115,protein-coding
FBXW11,chr5,171288553,171433877,5q,145324,protein-coding
FAM76A,chr1,28052490,28089633,1p,37143,protein-coding
IGHV3OR16-12,chr16,33605231,33605684,16p,453,other
CRTC2,chr1,153920145,153931101,1q,10956,protein-coding
IGHV3OR16-13,chr16,33629681,33630128,16p,447,other
TRAJ12,chr14,23000889,23000948,14q,59,other
SLC23A3,chr2,219940051,220035549,2q,95498,protein-coding
C8orf22,chr8,49966870,49988649,8q,21779,NA
COL18A1,chr21,46825052,46933634,21q,108582,protein-coding
TRAJ11,chr14,23001452,23001511,14q,59,other
INPP4A,chr2,99061317,99210853,2q,149536,protein-coding
TRAJ10,chr14,23002445,23002508,14q,63,other
MRPL55,chr1,228294380,228297013,1q,2633,protein-coding
TRAJ9,chr14,23004502,23004562,14q,60,other
HSP90AA1,chr14,102547075,102606036,14q,58961,protein-coding
TMEM171,chr5,72416119,72427644,5q,11525,protein-coding
RPL3,chr22,39708887,39716394,22q,7507,protein-coding
RPL7P58,chrX,26704143,26706072,Xp,1929,pseudogene
HMGA1P1,chrX,26766146,26767207,Xp,1061,pseudogene
SHCBP1,chr16,46614466,46655538,16q,41072,protein-coding
RNU1-142P,chrX,26808259,26808403,Xp,144,pseudogene
RNF19A,chr8,101269288,101348446,8q,79158,protein-coding
LRRC7,chr1,70034081,70617628,1p,583547,protein-coding
ALS2CL,chr3,46710487,46735194,3p,24707,protein-coding
EFHB,chr3,19920964,19988517,3p,67553,protein-coding
SRL,chr16,4239375,4292081,16p,52706,protein-coding
HDAC6,chrX,48659784,48683392,Xp,23608,protein-coding
TUBB8,chr10,92828,120103,10p,27275,protein-coding
SMIM1,chr1,3689352,3692546,1p,3194,protein-coding
STRA13,chr17,79976578,79981983,17q,5405,NA
ANO5,chr11,22214722,22304903,11p,90181,protein-coding
CD3D,chr11,118209669,118213459,11q,3790,protein-coding
RN7SKP132,chr10,28072775,28072982,10p,207,pseudogene
RPL36AP55,chr10,28193138,28194091,10p,953,pseudogene
BBS7,chr4,122745595,122791652,4q,46057,protein-coding
NFATC1,chr18,77155856,77289325,18q,133469,protein-coding
HCN4,chr15,73612200,73661605,15q,49405,protein-coding
LRRC47,chr1,3696784,3713068,1p,16284,protein-coding
DTX3,chr12,57998405,58003587,12q,5182,protein-coding
ZNF101P1,chr10,28627483,28629871,10p,2388,pseudogene
MTND5P4,chr4,17063501,17063788,4p,287,pseudogene
SNTG1,chr8,50822349,51706678,8q,884329,protein-coding
TFAP4,chr16,4307187,4323076,16p,15889,protein-coding
GGCX,chr2,85771846,85788670,2p,16824,protein-coding
RPS7P6,chr4,17429319,17429897,4p,578,pseudogene
NACAP5,chr4,17553740,17554375,4p,635,pseudogene
C15orf60,chr15,73735499,73852355,15q,116856,NA
NNT,chr5,43602794,43707507,5p,104713,protein-coding
RN7SL315P,chr4,17596691,17596959,4p,268,NA
CREB1,chr2,208394461,208468155,2q,73694,protein-coding
KRT18P63,chr4,17913297,17914599,4p,1302,pseudogene
CLDN10,chr13,96085858,96232013,13q,146155,protein-coding
CEBPZ-AS1,chr2,37423631,37443336,2p,19705,NA
RN7SKP39,chr10,28731504,28731825,10p,321,pseudogene
RNA5SP157,chr4,19183437,19183479,4p,42,pseudogene
WAC-AS1,chr10,28811581,28821672,10p,10091,ncRNA
GNB2,chr7,100271154,100276797,7q,5643,protein-coding
RNU4ATAC6P,chr10,28941559,28941684,10p,125,pseudogene
SLC17A6,chr11,22359643,22401049,11p,41406,protein-coding
TPRKBP1,chr10,28947916,28948396,10p,480,pseudogene
TRAJ8,chr14,23005092,23005151,14q,59,other
ANKRD46,chr8,101521980,101572012,8q,50032,protein-coding
RNU6-1067P,chr10,28956848,28956954,10p,106,pseudogene
SLIT2-IT1,chr4,20393812,20396479,4p,2667,ncRNA
TRAJ7,chr14,23006567,23006625,14q,58,other
RNU6-270P,chr10,29049628,29049732,10p,104,pseudogene
TRAJ6,chr14,23008016,23008077,14q,61,other
CALHM1,chr10,105213144,105218645,10q,5501,protein-coding
LINC00837,chr10,29078117,29085042,10p,6925,ncRNA
CD3G,chr11,118215059,118225876,11q,10817,protein-coding
MIR218-1,chr4,20529898,20530007,4p,109,NA
ZIC1,chr3,147111209,147228080,3q,116871,protein-coding
TRAJ5,chr14,23009190,23009249,14q,59,other
AFAP1L1,chr5,148651434,148721365,5q,69931,protein-coding
TRAJ4,chr14,23011142,23011204,14q,62,other
KCND2,chr7,119913722,120390385,7q,476663,protein-coding
TRO,chrX,54946895,54957864,Xp,10969,protein-coding
TRAJ3,chr14,23012122,23012183,14q,61,other
TUBB2A,chr6,3153903,3157760,6p,3857,protein-coding
CALHM3,chr10,105232561,105238997,10q,6436,protein-coding
TRAJ2,chr14,23013015,23013080,14q,65,other
VPS35,chr16,46690054,46723430,16q,33376,protein-coding
TRAJ1,chr14,23013981,23014042,14q,61,other
MAGOHB,chr12,10758612,10766222,12p,7610,protein-coding
RNA5SP308,chr10,29163322,29163436,10p,114,pseudogene
TRAC,chr14,23016447,23021097,14q,4650,other
CCR7,chr17,38710021,38721724,17q,11703,protein-coding
RNU6-420P,chr4,22120606,22120712,4p,106,pseudogene
FXYD1,chr19,35629712,35634013,19q,4301,protein-coding
TMEM174,chr5,72469022,72470970,5q,1948,protein-coding
GLIS2,chr16,4364762,4389598,16p,24836,protein-coding
FANCF,chr11,22644079,22647387,11p,3308,protein-coding
CEP104,chr1,3728645,3773778,1p,45133,protein-coding
C9orf163,chr9,139377947,139380518,9q,2571,NA
SRF,chr6,43139037,43149243,6p,10206,protein-coding
XRCC2,chr7,152341864,152373250,7q,31386,protein-coding
LRRC40,chr1,70610488,70671303,1p,60815,protein-coding
CDC42P6,chr4,22728998,22729573,4p,575,pseudogene
DAD1,chr14,23033805,23058175,14q,24370,protein-coding
TSPAN12,chr7,120427376,120498456,7q,71080,protein-coding
NOTCH1,chr9,139388896,139440314,9q,51418,protein-coding
CEBPZ,chr2,37428755,37458856,2p,30101,protein-coding
SNX31,chr8,101585116,101675643,8q,90527,protein-coding
NPTN,chr15,73852355,73926475,15q,74120,protein-coding
DZIP1,chr13,96230457,96296957,13q,66500,protein-coding
GAS2,chr11,22647188,22834601,11p,187413,protein-coding
PAM16,chr16,4381550,4405608,16p,24058,protein-coding
STX12,chr1,28099694,28150963,1p,51269,protein-coding
PTP4A1P5,chrX,27445894,27446348,Xp,454,pseudogene
LRRC30,chr18,7231123,7232045,18p,922,protein-coding
RTP4,chr3,187086120,187089864,3q,3744,protein-coding
SMEK3P,chrX,27478921,27481413,Xp,2492,NA
ABHD4,chr14,23067146,23081265,14q,14119,protein-coding
ZFP3,chr17,4981543,4999669,17p,18126,protein-coding
PTCHD3P1,chr10,29698331,29776674,10p,78343,pseudogene
STK19,chr6,31938868,31950598,6p,11730,protein-coding
CELA1,chr12,51722227,51740463,12q,18236,protein-coding
CROT,chr7,86974997,87029111,7q,54114,protein-coding
FRG2C,chr3,75713481,75716371,3p,2890,protein-coding
FXYD7,chr19,35634154,35645204,19q,11050,protein-coding
SST,chr3,187386694,187388187,3q,1493,protein-coding
GRHL1,chr2,10085341,10142411,2p,57070,protein-coding
ENOPH1,chr4,83351715,83382244,4q,30529,protein-coding
ZNF232,chr17,5008836,5026411,17p,17575,protein-coding
HCAR1,chr12,123104824,123215390,12q,110566,protein-coding
LRFN5,chr14,42076773,42373752,14q,296979,protein-coding
RFPL4AP3,chr4,23516563,23516907,4p,344,pseudogene
PRRG2,chr19,50083903,50094272,19q,10369,protein-coding
GH1,chr17,61994560,61996179,17q,1619,protein-coding
HCAR2,chr12,123185840,123187890,12q,2050,protein-coding
FAM21B,chr10,47894023,47949412,10q,55389,NA
HCAR3,chr12,123199303,123201439,12q,2136,protein-coding
MIR573,chr4,24521815,24521913,4p,98,NA
UCHL1,chr4,41258430,41270472,4p,12042,protein-coding
RAB5A,chr3,19988571,20026667,3p,38096,protein-coding
GALNT6,chr12,51745031,51786651,12q,41620,protein-coding
EGFL7,chr9,139553308,139567130,9q,13822,protein-coding
RN7SL16P,chr4,24564818,24565084,4p,266,pseudogene
ATP5LP3,chr4,24659695,24659998,4p,303,NA
ADCK5,chr8,145596790,145618457,8q,21667,protein-coding
FSCB,chr14,44973545,44976482,14q,2937,protein-coding
CORO7-PAM16,chr16,4390252,4470495,16p,80243,other
TMEM150C,chr4,83404323,83483510,4q,79187,protein-coding
HNRNPA1P65,chr4,24773089,24774042,4p,953,pseudogene
DENR,chr12,123237321,123255611,12q,18290,protein-coding
CBWD3,chr9,70856397,70914929,9q,58532,NA
C14orf28,chr14,45366498,45376460,14q,9962,NA
DNAJC3,chr13,96329393,96447243,13q,117850,protein-coding
RNU7-126P,chr4,25600186,25600247,4p,61,pseudogene
STYK1,chr12,10771538,10826917,12p,55379,protein-coding
SHF,chr15,45459412,45493373,15q,33961,protein-coding
UBE4A,chr11,118230300,118269926,11q,39626,protein-coding
PRR12,chr19,50094900,50129696,19q,34796,protein-coding
FYN,chr6,111981535,112194655,6q,213120,protein-coding
FXYD5,chr19,35645633,35660786,19q,15153,protein-coding
ZNF717,chr3,75758794,75834734,3p,75940,protein-coding
IL18BP,chr11,71709587,71716761,11q,7174,protein-coding
SPC24,chr19,11242196,11266484,19p,24288,protein-coding
ZNF891,chr12,133694740,133707059,12q,12319,protein-coding
EPCAM,chr2,47572297,47614740,2p,42443,protein-coding
SUPT4H1,chr17,56422539,56430454,17q,7915,protein-coding
CNPPD1,chr2,220036619,220042828,2q,6209,protein-coding
SRSF11,chr1,70671365,70718735,1p,47370,protein-coding
PTPRM,chr18,7566780,8406859,18p,840079,protein-coding
AGPAT2,chr9,139567595,139581875,9q,14280,protein-coding
RNA5SP500,chrX,29000969,29001087,Xp,118,pseudogene
SVIP,chr11,22835345,22851845,11p,16500,protein-coding
LIMS2,chr2,128395956,128439360,2q,43404,protein-coding
SYNGR1,chr22,39745930,39781593,22q,35663,protein-coding
MIOS,chr7,7606503,7648560,7p,42057,protein-coding
MIR4666B,chrX,29592395,29592475,Xp,80,NA
PIGFP3,chrX,30035277,30035998,Xp,721,pseudogene
CSNK1G3,chr5,122847793,122952739,5q,104946,protein-coding
MTRNR2L5,chr10,57358750,57360488,10q,1738,pseudogene
NEURL1,chr10,105253736,105352309,10q,98573,protein-coding
GUK1,chr1,228327663,228336685,1q,9022,protein-coding
CKS1BP6,chrX,30635571,30635810,Xp,239,pseudogene
FTLP2,chrX,30648415,30648942,Xp,527,pseudogene
GK-IT1,chrX,30689752,30690283,Xp,531,ncRNA
CD276,chr15,73976307,74006859,15q,30552,protein-coding
TNFRSF10B,chr8,22877646,22926692,8p,49046,protein-coding
GK-AS1,chrX,30718115,30742291,Xp,24176,ncRNA
RRAS,chr19,50138549,50143458,19q,4909,protein-coding
TAB3-AS1,chrX,30852740,30853417,Xp,677,ncRNA
TAB3-AS2,chrX,30872438,30872824,Xp,386,ncRNA
SLC39A1,chr1,153931575,153940188,1q,8613,protein-coding
HSPA9,chr5,137890571,137911133,5q,20562,protein-coding
RNU6-894P,chrX,31366309,31366414,Xp,105,pseudogene
RNA5SP501,chrX,32120182,32120293,Xp,111,pseudogene
NPM1P8,chrX,32224019,32224855,Xp,836,pseudogene
MIR3915,chrX,32601773,32601869,Xp,96,NA
MIR548F5,chrX,32659591,32659676,Xp,85,NA
DMD-AS3,chrX,32773057,32774517,Xp,1460,ncRNA
ZWINT,chr10,58116989,58121036,10q,4047,protein-coding
TBCAP1,chrX,33059512,33059838,Xp,326,pseudogene
ECD,chr10,74889913,74928813,10q,38900,protein-coding
